Date,Time,Transaction ID,Type,Customer Name,Item Name,Size,Category,Payment Method,Gross Sales,Discounts,Net Sales,Tax,Tip,Total Collected,Fees,Net Total
2025-02-06,10:08:35,TXN-9956,Sale,Sam U.,Peppermint Mocha,16 oz,seasonal drink,Apple Pay,6.25,0.62,5.63,0.51,0.29,6.43,0.31,6.12
2025-02-06,10:11:58,TXN-9912,Sale,Robin B.,Caramel Brulee Latte,12 oz,seasonal drink,Credit Card,6.25,0.00,6.25,0.57,0.00,6.82,0.32,6.50
2025-02-06,10:13:05,TXN-9930,Sale,Jordan Q.,Tiramisu Affogato,16 oz,seasonal drink,Cash,6.50,0.00,6.50,0.59,0.00,7.09,0.00,7.09
2025-02-06,10:15:33,TXN-9911,Sale,Robin L.,White Mocha,16 oz,coffee,Cash,6.25,0.00,6.25,0.57,0.00,6.82,0.00,6.82
2025-02-06,10:16:18,TXN-9927,Sale,Riley X.,Earl Gray Loose Leaf Tea,12 oz,tea,Credit Card,4.00,0.00,4.00,0.36,0.00,4.36,0.26,4.10
2025-02-06,10:16:50,TXN-9903,Sale,Reese V.,Latte,16 oz,coffee,Credit Card,6.25,0.00,6.25,0.57,0.69,7.51,0.34,7.17
2025-02-06,10:19:02,TXN-9888,Sale,Jamie R.,Chamomile Tea,12 oz,tea,Cash,4.00,0.00,4.00,0.36,0.00,4.36,0.00,4.36
2025-02-06,10:42:03,TXN-9967,Sale,Hayden A.,Dark Mocha,12 oz,coffee,Credit Card,5.75,0.00,5.75,0.52,0.00,6.27,0.31,5.96
2025-02-06,10:44:16,TXN-9964,Sale,Parker N.,White Mocha,16 oz,coffee,Credit Card,6.25,0.62,5.63,0.51,0.02,6.16,0.30,5.86
2025-02-06,10:53:30,TXN-9923,Sale,Casey C.,Peppermint Mocha,12 oz,seasonal drink,Apple Pay,5.75,0.00,5.75,0.52,1.22,7.49,0.34,7.15
2025-02-06,11:03:50,TXN-9909,Sale,Reese X.,Chamomile Tea,16 oz,tea,Credit Card,4.50,0.00,4.50,0.41,0.94,5.85,0.30,5.55
2025-02-06,11:04:52,TXN-9938,Sale,Kai F.,Earl Gray Latte,16 oz,tea,Credit Card,5.50,0.00,5.50,0.50,0.33,6.33,0.31,6.02
2025-02-06,11:11:57,TXN-9959,Sale,Alex W.,Earl Gray Latte,16 oz,tea,Apple Pay,5.50,1.18,4.32,0.39,0.80,5.51,0.29,5.22
2025-02-06,11:12:28,TXN-9905,Sale,Alex Y.,Earl Gray Latte,12 oz,tea,Apple Pay,5.00,0.00,5.00,0.46,0.00,5.46,0.29,5.17
2025-02-06,11:12:47,TXN-9896,Sale,Morgan U.,Latte,16 oz,coffee,Credit Card,6.25,0.00,6.25,0.57,0.00,6.82,0.32,6.50
2025-02-06,11:13:18,TXN-9883,Sale,Robin S.,Earl Gray Latte,12 oz,tea,Apple Pay,5.00,0.00,5.00,0.46,1.11,6.57,0.31,6.26
2025-02-06,11:17:31,TXN-9954,Sale,Alex A.,Chamomile Tea,16 oz,tea,Apple Pay,4.50,0.00,4.50,0.41,0.29,5.20,0.28,4.92
2025-02-06,11:22:04,TXN-9924,Sale,Rowan J.,Dark Mocha,12 oz,coffee,Credit Card,5.75,0.89,4.86,0.44,0.53,5.83,0.30,5.53
2025-02-06,11:33:41,TXN-9921,Sale,Jamie W.,Americano,12 oz,coffee,Apple Pay,3.50,0.00,3.50,0.32,0.50,4.32,0.26,4.06
2025-02-06,11:34:48,TXN-9937,Sale,Sam G.,Latte,16 oz,coffee,Cash,6.25,1.27,4.98,0.45,0.00,5.43,0.00,5.43
2025-02-06,11:35:47,TXN-9946,Sale,Taylor E.,Chamomile Tea,16 oz,tea,Cash,4.50,0.00,4.50,0.41,0.00,4.91,0.00,4.91
2025-02-06,11:51:36,TXN-9934,Sale,Jordan F.,Dark Mocha,12 oz,coffee,Credit Card,5.75,0.00,5.75,0.52,0.00,6.27,0.31,5.96
2025-02-06,11:52:05,TXN-9932,Sale,Cameron L.,Latte,12 oz,coffee,Credit Card,5.75,0.00,5.75,0.52,0.00,6.27,0.31,5.96
2025-02-06,12:01:43,TXN-9882,Sale,Hayden X.,Caramel Brulee Latte,16 oz,seasonal drink,Credit Card,6.75,0.00,6.75,0.62,1.17,8.54,0.36,8.18
2025-02-06,12:14:32,TXN-9965,Sale,Skyler X.,Tiramisu Affogato,12 oz,seasonal drink,Apple Pay,6.00,0.00,6.00,0.55,0.00,6.55,0.31,6.24
2025-02-06,12:17:42,TXN-9969,Sale,Hayden T.,Toasted Marshmallow Latte,12 oz,seasonal drink,Apple Pay,6.00,0.00,6.00,0.55,0.10,6.65,0.32,6.33
2025-02-06,12:19:17,TXN-9900,Sale,Robin F.,Peppermint Mocha,12 oz,seasonal drink,Cash,5.75,0.00,5.75,0.52,0.00,6.27,0.00,6.27
2025-02-06,12:22:27,TXN-9966,Sale,Jamie C.,Americano,16 oz,coffee,Apple Pay,4.00,0.00,4.00,0.36,0.71,5.07,0.28,4.79
2025-02-06,12:27:04,TXN-9887,Sale,Avery Z.,Tiramisu Affogato,12 oz,seasonal drink,Credit Card,6.00,0.00,6.00,0.55,0.40,6.95,0.32,6.63
2025-02-06,12:35:24,TXN-9935,Sale,Taylor M.,Chamomile Tea,12 oz,tea,Credit Card,4.00,0.00,4.00,0.36,0.00,4.36,0.26,4.10
2025-02-06,12:48:39,TXN-9936,Sale,Taylor S.,Earl Gray Loose Leaf Tea,12 oz,tea,Credit Card,4.00,0.00,4.00,0.36,0.00,4.36,0.26,4.10
2025-02-06,12:59:08,TXN-9952,Sale,Quinn F.,Americano,12 oz,coffee,Credit Card,3.50,1.31,2.19,0.20,0.41,2.80,0.22,2.58
2025-02-06,13:05:35,TXN-9916,Sale,Skyler Z.,Peppermint Mocha,16 oz,seasonal drink,Credit Card,6.25,0.00,6.25,0.57,0.32,7.14,0.33,6.81
2025-02-06,13:41:21,TXN-9885,Sale,Jamie P.,Americano,12 oz,coffee,Apple Pay,3.50,0.00,3.50,0.32,0.00,3.82,0.25,3.57
2025-02-06,13:56:08,TXN-9901,Sale,Avery W.,Peppermint Mocha,16 oz,seasonal drink,Credit Card,6.25,0.00,6.25,0.57,0.89,7.71,0.34,7.37
2025-02-06,13:58:54,TXN-9957,Sale,Casey I.,Americano,12 oz,coffee,Credit Card,3.50,0.00,3.50,0.32,0.79,4.61,0.27,4.34
2025-02-06,14:00:09,TXN-9931,Sale,Robin Y.,Tiramisu Affogato,12 oz,seasonal drink,Credit Card,6.00,0.00,6.00,0.55,1.40,7.95,0.35,7.60
2025-02-06,14:04:40,TXN-9890,Sale,Drew S.,Earl Gray Loose Leaf Tea,12 oz,tea,Credit Card,4.00,0.00,4.00,0.36,1.11,5.47,0.29,5.18
2025-02-06,14:47:23,TXN-9920,Sale,Kai S.,Toasted Marshmallow Latte,12 oz,seasonal drink,Apple Pay,6.00,0.00,6.00,0.55,0.23,6.78,0.32,6.46
2025-02-06,14:48:55,TXN-9929,Sale,Rowan P.,Americano,16 oz,coffee,Credit Card,4.00,0.00,4.00,0.36,0.00,4.36,0.26,4.10
2025-02-06,14:56:47,TXN-9944,Sale,Avery K.,White Mocha,12 oz,coffee,Credit Card,5.75,0.00,5.75,0.52,0.08,6.35,0.31,6.04
2025-02-06,15:24:53,TXN-9953,Sale,Alex Q.,Matcha Latte,16 oz,tea,Apple Pay,6.50,0.00,6.50,0.59,0.00,7.09,0.33,6.76
2025-02-06,15:25:27,TXN-9917,Sale,Robin C.,Earl Gray Loose Leaf Tea,12 oz,tea,Credit Card,4.00,0.00,4.00,0.36,1.51,5.87,0.30,5.57
2025-02-06,15:35:29,TXN-9958,Sale,Parker C.,Latte,16 oz,coffee,Cash,6.25,0.00,6.25,0.57,0.00,6.82,0.00,6.82
2025-02-06,16:44:07,TXN-9933,Sale,Kai Z.,Tiramisu Affogato,12 oz,seasonal drink,Credit Card,6.00,0.00,6.00,0.55,2.14,8.69,0.37,8.32
2025-02-06,18:30:24,TXN-9906,Sale,Reese E.,Peppermint Mocha,12 oz,seasonal drink,Credit Card,5.75,0.00,5.75,0.52,0.69,6.96,0.32,6.64
2025-02-07,07:00:32,TXN-10058,Sale,Skyler P.,Chamomile Tea,16 oz,tea,Credit Card,4.50,0.00,4.50,0.41,0.00,4.91,0.27,4.64
2025-02-07,07:21:17,TXN-10096,Sale,Morgan S.,Matcha Latte,16 oz,tea,Cash,6.50,0.00,6.50,0.59,0.00,7.09,0.00,7.09
2025-02-07,07:43:09,TXN-10002,Sale,Sam F.,Dark Mocha,12 oz,coffee,Cash,5.75,0.00,5.75,0.52,0.00,6.27,0.00,6.27
2025-02-07,07:43:40,TXN-10086,Sale,Rowan Y.,Earl Gray Loose Leaf Tea,16 oz,tea,Apple Pay,4.50,0.00,4.50,0.41,1.80,6.71,0.32,6.39
2025-02-07,08:01:12,TXN-10030,Sale,Skyler L.,Dark Mocha,12 oz,coffee,Apple Pay,5.75,0.00,5.75,0.52,1.33,7.60,0.34,7.26
2025-02-07,08:03:57,TXN-10057,Sale,Morgan M.,Earl Gray Latte,16 oz,tea,Credit Card,5.50,0.00,5.50,0.50,0.07,6.07,0.30,5.77
2025-02-07,08:05:36,TXN-10078,Sale,Rowan S.,Tiramisu Affogato,12 oz,seasonal drink,Credit Card,6.00,0.00,6.00,0.55,1.59,8.14,0.35,7.79
2025-02-07,08:08:59,TXN-10099,Sale,Skyler O.,Peppermint Mocha,12 oz,seasonal drink,Credit Card,5.75,0.00,5.75,0.52,0.44,6.71,0.32,6.39
2025-02-07,08:14:49,TXN-10017,Sale,Jordan V.,Americano,16 oz,coffee,Credit Card,4.00,0.00,4.00,0.36,0.57,4.93,0.27,4.66
2025-02-07,08:15:28,TXN-10083,Sale,Skyler Y.,Caramel Brulee Latte,16 oz,seasonal drink,Credit Card,6.75,0.00,6.75,0.62,0.00,7.37,0.33,7.04
2025-02-07,08:15:56,TXN-10075,Sale,Rowan J.,Dark Mocha,12 oz,coffee,Cash,5.75,0.00,5.75,0.52,0.00,6.27,0.00,6.27
2025-02-07,08:15:59,TXN-9989,Sale,Morgan L.,White Mocha,12 oz,coffee,Apple Pay,5.75,0.00,5.75,0.52,1.90,8.17,0.35,7.82
2025-02-07,08:16:24,TXN-10076,Sale,Taylor A.,Dark Mocha,16 oz,coffee,Apple Pay,6.25,0.00,6.25,0.57,0.00,6.82,0.32,6.50
2025-02-07,08:17:12,TXN-10039,Sale,Riley P.,Earl Gray Latte,12 oz,tea,Credit Card,5.00,0.00,5.00,0.46,0.00,5.46,0.29,5.17
2025-02-07,08:17:26,TXN-9997,Sale,Hayden E.,Toasted Marshmallow Latte,12 oz,seasonal drink,Cash,6.00,0.00,6.00,0.55,0.00,6.55,0.00,6.55
2025-02-07,08:19:51,TXN-10093,Sale,Sam P.,Peppermint Mocha,12 oz,seasonal drink,Credit Card,5.75,0.00,5.75,0.52,0.37,6.64,0.32,6.32
2025-02-07,08:23:20,TXN-10012,Sale,Morgan U.,Peppermint Mocha,16 oz,seasonal drink,Credit Card,6.25,0.00,6.25,0.57,0.35,7.17,0.33,6.84
2025-02-07,08:31:03,TXN-10037,Sale,Reese Y.,Matcha Latte,16 oz,tea,Credit Card,6.50,0.00,6.50,0.59,0.43,7.52,0.34,7.18
2025-02-07,08:36:00,TXN-10059,Sale,Rowan N.,Matcha Latte,16 oz,tea,Cash,6.50,0.00,6.50,0.59,0.00,7.09,0.00,7.09
2025-02-07,08:38:11,TXN-10033,Sale,Taylor M.,Toasted Marshmallow Latte,16 oz,seasonal drink,Cash,6.50,0.00,6.50,0.59,0.00,7.09,0.00,7.09
2025-02-07,08:44:15,TXN-10015,Sale,Hayden O.,Toasted Marshmallow Latte,16 oz,seasonal drink,Credit Card,6.50,0.00,6.50,0.59,0.46,7.55,0.34,7.21
2025-02-07,08:48:07,TXN-9986,Sale,Kai T.,Chamomile Tea,16 oz,tea,Cash,4.50,0.00,4.50,0.41,0.00,4.91,0.00,4.91
2025-02-07,08:50:56,TXN-9996,Sale,Taylor L.,Chamomile Tea,12 oz,tea,Credit Card,4.00,0.00,4.00,0.36,0.00,4.36,0.26,4.10
2025-02-07,09:01:29,TXN-10026,Sale,Skyler U.,Latte,12 oz,coffee,Credit Card,5.75,0.00,5.75,0.52,1.25,7.52,0.34,7.18
2025-02-07,09:01:32,TXN-10044,Sale,Robin H.,Peppermint Mocha,16 oz,seasonal drink,Credit Card,6.25,0.00,6.25,0.57,1.06,7.88,0.35,7.53
2025-02-07,09:02:33,TXN-10029,Sale,Quinn B.,Earl Gray Latte,12 oz,tea,Apple Pay,5.00,0.00,5.00,0.46,0.66,6.12,0.30,5.82
2025-02-07,09:06:14,TXN-10019,Sale,Rowan J.,Chamomile Tea,16 oz,tea,Credit Card,4.50,0.00,4.50,0.41,0.00,4.91,0.27,4.64
2025-02-07,09:08:10,TXN-10056,Sale,Jamie K.,Americano,12 oz,coffee,Credit Card,3.50,1.16,2.34,0.21,0.06,2.61,0.22,2.39
2025-02-07,09:09:32,TXN-10095,Sale,Hayden G.,Earl Gray Loose Leaf Tea,16 oz,tea,Apple Pay,4.50,0.00,4.50,0.41,1.80,6.71,0.32,6.39
2025-02-07,09:14:14,TXN-10087,Sale,Skyler K.,Earl Gray Latte,12 oz,tea,Credit Card,5.00,0.00,5.00,0.46,0.88,6.34,0.31,6.03
2025-02-07,09:17:48,TXN-9992,Sale,Kai F.,Chamomile Tea,16 oz,tea,Credit Card,4.50,0.00,4.50,0.41,1.44,6.35,0.31,6.04
2025-02-07,09:20:53,TXN-9982,Sale,Parker U.,Matcha Latte,12 oz,tea,Apple Pay,6.00,0.00,6.00,0.55,0.49,7.04,0.33,6.71
2025-02-07,09:21:52,TXN-10067,Sale,Skyler V.,Tiramisu Affogato,16 oz,seasonal drink,Apple Pay,6.50,0.00,6.50,0.59,0.00,7.09,0.33,6.76
2025-02-07,09:24:29,TXN-10032,Sale,Rowan R.,Earl Gray Latte,12 oz,tea,Apple Pay,5.00,0.00,5.00,0.46,1.20,6.66,0.32,6.34
2025-02-07,09:25:16,TXN-10082,Sale,Cameron S.,Matcha Latte,16 oz,tea,Credit Card,6.50,0.00,6.50,0.59,0.95,8.04,0.35,7.69
2025-02-07,09:26:35,TXN-9993,Sale,Robin U.,Caramel Brulee Latte,12 oz,seasonal drink,Credit Card,6.25,0.00,6.25,0.57,0.00,6.82,0.32,6.50
2025-02-07,09:27:57,TXN-9979,Sale,Drew V.,Chamomile Tea,16 oz,tea,Credit Card,4.50,0.00,4.50,0.41,1.36,6.27,0.31,5.96
2025-02-07,09:29:30,TXN-10008,Sale,Drew D.,Earl Gray Latte,12 oz,tea,Credit Card,5.00,1.07,3.93,0.36,0.00,4.29,0.26,4.03
2025-02-07,09:30:20,TXN-9983,Sale,Avery T.,Toasted Marshmallow Latte,16 oz,seasonal drink,Cash,6.50,0.00,6.50,0.59,0.00,7.09,0.00,7.09
2025-02-07,09:32:16,TXN-10097,Sale,Parker X.,Earl Gray Latte,16 oz,tea,Cash,5.50,0.00,5.50,0.50,0.00,6.00,0.00,6.00
2025-02-07,09:32:24,TXN-10063,Sale,Jamie V.,Earl Gray Loose Leaf Tea,12 oz,tea,Cash,4.00,0.00,4.00,0.36,0.00,4.36,0.00,4.36
2025-02-07,09:33:48,TXN-10010,Sale,Avery V.,Peppermint Mocha,12 oz,seasonal drink,Apple Pay,5.75,0.00,5.75,0.52,0.00,6.27,0.31,5.96
2025-02-07,09:34:15,TXN-10060,Sale,Parker A.,Toasted Marshmallow Latte,16 oz,seasonal drink,Apple Pay,6.50,0.00,6.50,0.59,0.00,7.09,0.33,6.76
2025-02-07,09:34:33,TXN-10062,Sale,Sam V.,Earl Gray Latte,16 oz,tea,Cash,5.50,0.00,5.50,0.50,0.00,6.00,0.00,6.00
2025-02-07,09:35:04,TXN-10068,Sale,Morgan M.,Chamomile Tea,16 oz,tea,Apple Pay,4.50,0.00,4.50,0.41,1.12,6.03,0.30,5.73
2025-02-07,09:38:49,TXN-10092,Sale,Parker S.,Caramel Brulee Latte,12 oz,seasonal drink,Cash,6.25,0.00,6.25,0.57,0.00,6.82,0.00,6.82
2025-02-07,09:41:30,TXN-10061,Sale,Rowan E.,Caramel Brulee Latte,12 oz,seasonal drink,Apple Pay,6.25,0.62,5.63,0.51,0.00,6.14,0.30,5.84
2025-02-07,09:42:42,TXN-9977,Sale,Elliot F.,Tiramisu Affogato,12 oz,seasonal drink,Credit Card,6.00,0.00,6.00,0.55,0.00,6.55,0.31,6.24
2025-02-07,09:43:04,TXN-9985,Sale,Riley N.,Dark Mocha,16 oz,coffee,Apple Pay,6.25,0.00,6.25,0.57,0.52,7.34,0.33,7.01
2025-02-07,09:44:09,TXN-10001,Sale,Skyler X.,Dark Mocha,16 oz,coffee,Apple Pay,6.25,0.00,6.25,0.57,0.31,7.13,0.33,6.80
2025-02-07,09:50:59,TXN-10035,Sale,Parker G.,Earl Gray Latte,12 oz,tea,Apple Pay,5.00,0.00,5.00,0.46,0.00,5.46,0.29,5.17
2025-02-07,09:53:49,TXN-10022,Sale,Parker P.,Americano,12 oz,coffee,Apple Pay,3.50,0.00,3.50,0.32,0.00,3.82,0.25,3.57
2025-02-07,09:53:59,TXN-10073,Sale,Cameron H.,Tiramisu Affogato,16 oz,seasonal drink,Apple Pay,6.50,0.00,6.50,0.59,0.00,7.09,0.33,6.76
2025-02-07,09:54:19,TXN-10064,Sale,Robin O.,Chamomile Tea,16 oz,tea,Apple Pay,4.50,0.00,4.50,0.41,0.56,5.47,0.29,5.18
2025-02-07,09:59:44,TXN-10000,Sale,Hayden C.,Caramel Brulee Latte,16 oz,seasonal drink,Cash,6.75,0.00,6.75,0.62,0.00,7.37,0.00,7.37
2025-02-07,10:01:43,TXN-10004,Sale,Casey C.,Earl Gray Latte,12 oz,tea,Credit Card,5.00,0.00,5.00,0.46,0.69,6.15,0.30,5.85
2025-02-07,10:05:54,TXN-10080,Sale,Skyler B.,Tiramisu Affogato,16 oz,seasonal drink,Credit Card,6.50,0.65,5.85,0.53,1.25,7.63,0.34,7.29
2025-02-07,10:08:12,TXN-10047,Sale,Riley K.,Chamomile Tea,16 oz,tea,Apple Pay,4.50,0.00,4.50,0.41,0.52,5.43,0.29,5.14
2025-02-07,10:12:45,TXN-10042,Sale,Sam O.,Chamomile Tea,12 oz,tea,Apple Pay,4.00,0.00,4.00,0.36,0.00,4.36,0.26,4.10
2025-02-07,10:13:14,TXN-10038,Sale,Morgan T.,Toasted Marshmallow Latte,12 oz,seasonal drink,Cash,6.00,0.00,6.00,0.55,0.00,6.55,0.00,6.55
2025-02-07,10:14:19,TXN-10085,Sale,Hayden Z.,Earl Gray Latte,16 oz,tea,Credit Card,5.50,0.00,5.50,0.50,0.00,6.00,0.30,5.70
2025-02-07,10:16:21,TXN-9987,Sale,Avery C.,Earl Gray Loose Leaf Tea,16 oz,tea,Credit Card,4.50,0.00,4.50,0.41,0.43,5.34,0.28,5.06
2025-02-07,10:20:36,TXN-9991,Sale,Reese E.,Americano,16 oz,coffee,Credit Card,4.00,0.00,4.00,0.36,0.71,5.07,0.28,4.79
2025-02-07,10:28:46,TXN-10090,Sale,Cameron C.,Tiramisu Affogato,12 oz,seasonal drink,Cash,6.00,0.00,6.00,0.55,0.00,6.55,0.00,6.55
2025-02-07,10:34:21,TXN-10020,Sale,Morgan T.,Toasted Marshmallow Latte,16 oz,seasonal drink,Cash,6.50,0.00,6.50,0.59,0.00,7.09,0.00,7.09
2025-02-07,10:34:30,TXN-10018,Sale,Elliot K.,Earl Gray Latte,12 oz,tea,Credit Card,5.00,0.00,5.00,0.46,0.66,6.12,0.30,5.82
2025-02-07,10:40:40,TXN-10050,Sale,Riley L.,Latte,12 oz,coffee,Credit Card,5.75,0.00,5.75,0.52,0.00,6.27,0.31,5.96
2025-02-07,10:50:57,TXN-10024,Sale,Reese U.,Matcha Latte,16 oz,tea,Cash,6.50,0.00,6.50,0.59,0.00,7.09,0.00,7.09
2025-02-07,10:53:27,TXN-10098,Sale,Robin C.,Chamomile Tea,12 oz,tea,Credit Card,4.00,0.00,4.00,0.36,0.25,4.61,0.27,4.34
2025-02-07,10:58:19,TXN-9995,Sale,Skyler X.,Earl Gray Loose Leaf Tea,16 oz,tea,Apple Pay,4.50,1.35,3.15,0.29,0.00,3.44,0.24,3.20
2025-02-07,10:59:14,TXN-10079,Sale,Taylor P.,White Mocha,16 oz,coffee,Credit Card,6.25,0.00,6.25,0.57,1.31,8.13,0.35,7.78
2025-02-07,11:03:42,TXN-10016,Sale,Reese O.,Dark Mocha,16 oz,coffee,Credit Card,6.25,0.00,6.25,0.57,0.85,7.67,0.34,7.33
2025-02-07,11:09:53,TXN-10049,Sale,Avery O.,Americano,16 oz,coffee,Credit Card,4.00,0.00,4.00,0.36,1.60,5.96,0.30,5.66
2025-02-07,11:16:50,TXN-10066,Sale,Alex H.,Tiramisu Affogato,16 oz,seasonal drink,Apple Pay,6.50,1.21,5.29,0.48,0.58,6.35,0.31,6.04
2025-02-07,11:17:28,TXN-10011,Sale,Hayden B.,Earl Gray Loose Leaf Tea,12 oz,tea,Credit Card,4.00,0.00,4.00,0.36,0.00,4.36,0.26,4.10
2025-02-07,11:24:11,TXN-10005,Sale,Quinn P.,White Mocha,12 oz,coffee,Credit Card,5.75,0.00,5.75,0.52,1.22,7.49,0.34,7.15
2025-02-07,11:31:57,TXN-10088,Sale,Avery D.,Chamomile Tea,16 oz,tea,Cash,4.50,0.00,4.50,0.41,0.00,4.91,0.00,4.91
2025-02-07,11:37:39,TXN-10065,Sale,Alex M.,Matcha Latte,16 oz,tea,Credit Card,6.50,1.18,5.32,0.49,1.55,7.36,0.33,7.03
2025-02-07,11:46:36,TXN-10041,Sale,Reese Q.,Earl Gray Loose Leaf Tea,16 oz,tea,Credit Card,4.50,0.00,4.50,0.41,0.00,4.91,0.27,4.64
2025-02-07,11:52:11,TXN-9990,Sale,Sam C.,Tiramisu Affogato,12 oz,seasonal drink,Credit Card,6.00,0.00,6.00,0.55,0.00,6.55,0.31,6.24
2025-02-07,11:52:19,TXN-10074,Sale,Alex N.,Caramel Brulee Latte,16 oz,seasonal drink,Credit Card,6.75,0.00,6.75,0.62,0.84,8.21,0.36,7.85
2025-02-07,12:14:51,TXN-10043,Sale,Cameron E.,Tiramisu Affogato,12 oz,seasonal drink,Credit Card,6.00,0.00,6.00,0.55,0.00,6.55,0.31,6.24
2025-02-07,12:19:04,TXN-10081,Sale,Alex K.,Americano,16 oz,coffee,Credit Card,4.00,0.00,4.00,0.36,0.00,4.36,0.26,4.10
2025-02-07,12:25:40,TXN-9999,Sale,Avery X.,Caramel Brulee Latte,16 oz,seasonal drink,Apple Pay,6.75,0.00,6.75,0.62,0.16,7.53,0.34,7.19
2025-02-07,12:34:49,TXN-10055,Sale,Jordan I.,Dark Mocha,12 oz,coffee,Cash,5.75,0.00,5.75,0.52,0.00,6.27,0.00,6.27
2025-02-07,12:39:14,TXN-10040,Sale,Avery P.,Chamomile Tea,16 oz,tea,Credit Card,4.50,0.00,4.50,0.41,0.00,4.91,0.27,4.64
2025-02-07,12:49:12,TXN-10025,Sale,Drew O.,Caramel Brulee Latte,12 oz,seasonal drink,Credit Card,6.25,0.00,6.25,0.57,0.00,6.82,0.32,6.50
2025-02-07,12:49:41,TXN-9988,Sale,Skyler Q.,Tiramisu Affogato,16 oz,seasonal drink,Credit Card,6.50,0.00,6.50,0.59,0.37,7.46,0.34,7.12
2025-02-07,12:51:24,TXN-10048,Sale,Cameron S.,Dark Mocha,12 oz,coffee,Credit Card,5.75,0.00,5.75,0.52,0.13,6.40,0.31,6.09
2025-02-07,12:57:00,TXN-9978,Sale,Jamie L.,White Mocha,16 oz,coffee,Apple Pay,6.25,0.00,6.25,0.57,0.84,7.66,0.34,7.32
2025-02-07,13:01:35,TXN-10072,Sale,Elliot A.,Matcha Latte,16 oz,tea,Apple Pay,6.50,0.00,6.50,0.59,0.00,7.09,0.33,6.76
2025-02-07,13:02:39,TXN-9998,Sale,Reese X.,Earl Gray Loose Leaf Tea,16 oz,tea,Cash,4.50,0.00,4.50,0.41,0.00,4.91,0.00,4.91
2025-02-07,13:05:42,TXN-10007,Sale,Taylor T.,Dark Mocha,16 oz,coffee,Apple Pay,6.25,0.00,6.25,0.57,0.85,7.67,0.34,7.33
2025-02-07,13:11:09,TXN-10014,Sale,Kai B.,Earl Gray Loose Leaf Tea,12 oz,tea,Apple Pay,4.00,0.00,4.00,0.36,0.66,5.02,0.28,4.74
2025-02-07,13:14:49,TXN-10013,Sale,Avery N.,Americano,12 oz,coffee,Credit Card,3.50,0.00,3.50,0.32,0.25,4.07,0.25,3.82
2025-02-07,13:19:53,TXN-10023,Sale,Robin M.,Peppermint Mocha,12 oz,seasonal drink,Credit Card,5.75,0.00,5.75,0.52,0.85,7.12,0.33,6.79
2025-02-07,13:25:17,TXN-9981,Sale,Reese X.,Caramel Brulee Latte,16 oz,seasonal drink,Credit Card,6.75,0.00,6.75,0.62,0.59,7.96,0.35,7.61
2025-02-07,13:55:48,TXN-10046,Sale,Jordan Z.,Toasted Marshmallow Latte,12 oz,seasonal drink,Credit Card,6.00,0.00,6.00,0.55,0.69,7.24,0.33,6.91
2025-02-07,13:56:56,TXN-10003,Sale,Morgan R.,Caramel Brulee Latte,16 oz,seasonal drink,Cash,6.75,0.00,6.75,0.62,0.00,7.37,0.00,7.37
2025-02-07,13:59:15,TXN-10070,Sale,Casey Y.,Toasted Marshmallow Latte,16 oz,seasonal drink,Credit Card,6.50,0.00,6.50,0.59,0.00,7.09,0.33,6.76
2025-02-07,13:59:32,TXN-9984,Sale,Skyler I.,Matcha Latte,12 oz,tea,Apple Pay,6.00,0.00,6.00,0.55,1.90,8.45,0.36,8.09
2025-02-07,14:05:51,TXN-9994,Sale,Alex Z.,Peppermint Mocha,12 oz,seasonal drink,Apple Pay,5.75,0.00,5.75,0.52,1.44,7.71,0.34,7.37
2025-02-07,14:09:07,TXN-10034,Sale,Jamie V.,Earl Gray Loose Leaf Tea,16 oz,tea,Apple Pay,4.50,0.00,4.50,0.41,0.00,4.91,0.27,4.64
2025-02-07,14:10:25,TXN-10071,Sale,Hayden X.,Latte,16 oz,coffee,Apple Pay,6.25,0.00,6.25,0.57,0.56,7.38,0.33,7.05
2025-02-07,14:19:34,TXN-10089,Sale,Drew W.,Chamomile Tea,12 oz,tea,Credit Card,4.00,0.00,4.00,0.36,0.21,4.57,0.26,4.31
2025-02-07,14:24:01,TXN-10091,Sale,Riley P.,Earl Gray Latte,16 oz,tea,Cash,5.50,0.00,5.50,0.50,0.00,6.00,0.00,6.00
2025-02-07,14:30:51,TXN-10045,Sale,Jordan E.,Americano,12 oz,coffee,Apple Pay,3.50,0.00,3.50,0.32,0.00,3.82,0.25,3.57
2025-02-07,14:36:30,TXN-10094,Sale,Parker N.,Caramel Brulee Latte,16 oz,seasonal drink,Credit Card,6.75,0.00,6.75,0.62,0.70,8.07,0.35,7.72
2025-02-07,14:52:44,TXN-10028,Sale,Avery S.,Earl Gray Latte,12 oz,tea,Credit Card,5.00,0.00,5.00,0.46,0.72,6.18,0.30,5.88
2025-02-07,14:57:44,TXN-10052,Sale,Morgan Q.,Earl Gray Loose Leaf Tea,16 oz,tea,Credit Card,4.50,0.00,4.50,0.41,0.00,4.91,0.27,4.64
2025-02-07,15:01:42,TXN-10031,Sale,Skyler X.,Peppermint Mocha,16 oz,seasonal drink,Cash,6.25,0.00,6.25,0.57,0.00,6.82,0.00,6.82
2025-02-07,15:09:37,TXN-10069,Sale,Riley D.,Earl Gray Loose Leaf Tea,16 oz,tea,Credit Card,4.50,0.00,4.50,0.41,1.80,6.71,0.32,6.39
